RB_NO3,RB_NH4,RB_PO4,Al,pH_water,Na,Mn,Mg,K,Fe,Ca,BS,ECEC,Bray_P,meanelev,convex,slope
38.1183575,14.0247295,0.29036638,0.2653886,5.7068852,4.24959e-6,0.02355666,0.48029526,0.16651427,9.70257e-6,1.01413646,0.85066318,2.04815537,4.88894042,152.619375,0.395625,9.4023072388953
26.8773208,5.81351959,0.3930797,0.22044441,5.3462197,0.00564879,0.03066083,0.72715795,0.28186275,0.00004468,1.41935782,0.82050844,3.08336823,5.52193189,326.38625,4.832125,32.765398798363
27.9561323,5.41535588,0.41250322,0.26190717,5.39030339,0.00978001,0.02981093,0.67461714,0.26601907,3.65114e-5,1.28857746,0.84033066,2.88789121,5.59764601,318.03675,2.378125,37.037036592644
26.4779991,5.21561122,0.44986515,0.23999216,5.43430947,0.01748472,0.02691464,0.6710842,0.25454699,0.00002742,1.44968171,0.84355168,2.86270184,5.82376501,305.5725,-1.2155625,34.503552459522
23.1355065,5.11499907,0.50412615,0.19101782,5.5813874,0.02045653,0.02668299,0.68053455,0.25503778,2.02787e-5,1.65885482,0.84540069,3.11532329,6.18110786,296.7835,-0.2139375,29.161310979109
22.5970494,5.07062591,0.56840104,0.12888737,5.64680736,0.01699672,0.02926561,0.68916015,0.26344785,1.5953e-5,2.06689582,0.86246691,3.47232998,6.43808369,287.38625,0.1245625,45.180810409295
25.6134976,5.09929358,0.6447976,0.08770756,5.65373635,0.0150825,0.03478242,0.75166923,0.26505379,1.37567e-5,2.6814566,0.90166899,4.07911068,6.65191897,275.9095,-1.62640625,38.969641144345
26.1075077,5.00047178,0.70917958,0.07445714,5.70106415,0.0162386,0.04496509,0.88064422,0.2652027,1.31018e-5,3.30733589,0.92305288,4.5852193,6.86271831,266.60025,-1.57284375,34.571411344322
22.2866608,4.83594518,0.75883849,0.09185423,5.73051373,0.01596234,0.0552335,1.03405856,0.2778195,0.00001363,3.55408389,0.92416387,4.87470365,7.04564544,258.2605,-1.45359375,34.208481743883
20.180537,4.90150277,0.81401716,0.10089739,5.76055756,0.01443949,0.05492372,1.05533028,0.2956817,0.00001249,3.57196782,0.92954553,4.90896809,7.21649088,249.5355,-1.93490625,39.654946354629
20.6330248,5.20826539,0.8698562,0.08657414,5.79927075,0.01518205,0.04380443,0.89038255,0.29374546,9.48571e-6,2.97750665,0.94807197,4.47225868,7.34754481,240.83975,-3.33203125,33.870577776724
21.3411857,5.62532503,0.93002423,0.13206874,5.77187017,0.00670096,0.03877904,0.71792026,0.25767111,6.88265e-6,2.32553153,0.92731687,3.90604296,7.46624031,236.6635,-4.17459375,30.550570175868
22.355245,6.09513585,0.99744439,0.2277022,5.60592293,0.00052545,0.03883508,0.59459547,0.2314065,4.69538e-6,1.5590698,0.87511936,2.92565524,7.54144209,241.40425,-1.771125,37.144200316742
22.96014,6.61630589,1.09675815,0.23851865,5.60524295,0.00013574,0.03826306,0.59137568,0.22613675,2.73136e-6,1.52829093,0.88139038,2.84941272,7.74740533,250.7635,2.0075,30.994253125936
21.4421641,8.30609101,0.14401508,0.59324561,5.31896194,0.01165588,0.02395828,0.45586858,0.16572195,0.00024761,0.35837222,0.61817229,1.78281161,4.89745968,335.968,1.261,28.591538203124
21.940881,7.82258171,0.16088799,0.63025671,5.34373676,0.01133018,0.027149,0.46651041,0.16564681,0.0002004,0.35191717,0.62311216,1.87121325,4.97365612,338.60325,1.00734375,25.960249866614
24.9408698,7.5131823,0.19933676,0.70813198,5.2386796,0.01331537,0.03050467,0.50291007,0.17374066,0.00015251,0.47565874,0.59707332,2.14173097,4.98916478,339.7765,1.5673125,33.57150662009
27.7104834,7.25301644,0.24640973,0.58965472,5.27581921,0.01570663,0.03533396,0.57976186,0.18955807,0.00012308,0.97010835,0.63916884,2.74294344,5.057681,338.1755,1.3798125,35.305790812151
29.0725185,6.98940426,0.29396009,0.32299982,5.44602902,0.01542282,0.03865435,0.66642347,0.21495798,0.00010919,2.16913042,0.74627982,4.20691388,5.15296614,333.83525,-0.38759375,29.624009811516
27.8437834,6.77339573,0.333358,0.18960969,5.46850047,0.01576772,0.03638689,0.70598119,0.24265345,0.00009656,2.42929165,0.80119219,4.42505936,5.26841081,329.791,-3.9148125,25.535231139052
24.1154766,6.61605531,0.36128127,0.20273028,5.34620447,0.01627595,0.03164704,0.6836485,0.26168318,0.00008235,1.58037988,0.78315008,3.30287127,5.37986058,334.76375,1.394,36.865993594546
23.3914228,6.32597762,0.38352223,0.26574291,5.33895558,0.01554573,0.02879353,0.64763728,0.26518457,6.9157e-5,1.10834728,0.78540511,2.8985773,5.47090524,335.7115,4.69703125,28.617346497801
25.699216,5.90053692,0.40525257,0.29697765,5.46765206,0.01355782,0.0305947,0.64183235,0.2560575,5.69688e-5,1.25553769,0.81117224,2.89352238,5.49298905,325.0545,0.4235,35.047387946387
25.1308387,5.77668831,0.45315984,0.25310932,5.46393953,0.01842871,0.0333845,0.66925432,0.24864012,4.04328e-5,1.59101171,0.82536223,2.88216979,5.79444504,313.844,-1.9630625,36.563461597605
22.4575042,5.69068752,0.5183706,0.163172,5.59833555,0.02268544,0.03409768,0.70380037,0.25383202,0.00002886,1.76368025,0.86277916,3.18166107,6.2139913,307.57425,-0.0486875,32.58201986816
21.7955177,5.5651448,0.58973727,0.13031479,5.64778705,0.02321968,0.03802316,0.71913929,0.26016541,2.24443e-5,1.81502859,0.87642056,3.4705443,6.47733073,301.681,1.93615625,39.748288836138
24.3163436,5.46286176,0.66858783,0.13643486,5.61130903,0.02401316,0.04418056,0.79016774,0.25275635,1.92363e-5,2.12183669,0.87098931,3.8415879,6.67258307,291.08825,-0.0268125,46.461412695053
26.9534466,5.2825266,0.73057734,0.13567483,5.66642072,0.03848103,0.05562603,0.92401402,0.24565527,0.00001799,2.84743898,0.89374167,4.33458571,6.94313493,279.84575,-2.19021875,44.144095216126
26.5052661,5.11226295,0.78356,0.11829688,5.68440481,0.04695087,0.06659171,1.08261063,0.27134624,1.86863e-5,3.57203929,0.92380548,5.22838915,7.19028799,272.7135,-0.21778125,41.996685237368
23.0855892,5.14538781,0.83526364,0.09227144,5.7286982,0.03802876,0.06161194,1.1352302,0.29394531,1.76089e-5,4.35644458,0.93414952,5.71297328,7.39740835,264.64875,0.62153125,46.372342482861
18.6746206,5.35450764,0.86904785,0.09523719,5.76391438,0.01787846,0.0458325,0.96010655,0.28544407,1.43551e-5,3.4592787,0.94163993,4.52046101,7.40388825,253.81725,-2.0140625,41.250832280703
17.9328476,5.69396072,0.90650331,0.15363094,5.72963285,0.00336085,0.03561412,0.74611139,0.24540177,1.09976e-5,2.25122379,0.91413688,3.59783336,7.4705035,247.2575,-4.13215625,26.99166142049
21.0523563,6.14633011,0.95962554,0.24899596,5.59063958,0.00017721,0.03692113,0.59211014,0.21539881,0.00000772,1.42065812,0.86857322,2.84518979,7.60816527,250.9225,-1.85528125,34.243559274335
22.4604037,6.6667145,1.05692936,0.23824262,5.59619441,3.9072e-5,0.03783285,0.57058251,0.21902439,4.9627e-6,1.51868219,0.87858108,2.82754877,7.84172782,259.51675,-1.78375,28.213081526459
21.9654229,8.68789656,0.15985446,0.77062174,5.17519485,0.00964702,0.02416754,0.44434823,0.16009947,0.000345,0.25393168,0.52504929,1.90553797,4.79596886,327.74425,-1.69625,18.043262287421
22.3722799,8.26120797,0.17917176,0.75565911,5.20931306,0.00668944,0.02401262,0.44198059,0.1569076,0.00027479,0.26680493,0.54268851,1.93477239,4.85112096,334.8835,-0.88990625,31.145149950312
24.0215277,8.10148379,0.21128949,0.75145006,5.19323781,0.00638234,0.02449849,0.45608433,0.15487304,0.00020026,0.36289845,0.56353966,1.94295273,4.84038708,344.381,4.00821875,19.78628787691
24.814482,7.90702647,0.25159357,0.65432765,5.20636063,0.01244467,0.03230109,0.49051566,0.1623587,0.00016103,0.61762557,0.60044892,2.21421051,4.93677021,347.3135,4.65071875,17.015532881904
25.5598505,7.54931204,0.29346477,0.50535178,5.2549043,0.0152087,0.04272657,0.52791947,0.1721416,0.0001416,0.90564822,0.65736629,2.51939746,5.09200488,342.8745,0.15675,32.025032795608
23.6107081,7.27356718,0.32906999,0.40617209,5.25829351,0.01869327,0.03997568,0.54481424,0.18234195,0.00013028,0.90874016,0.67222579,2.53469573,5.24005942,340.301,-2.477625,31.03949182826
19.8068983,7.04210705,0.35320326,0.41339681,5.19275304,0.02175509,0.02898081,0.51585738,0.18733498,0.00012419,0.69995282,0.65267744,2.22331513,5.40355075,344.6555,2.8688125000001,28.953890804241
19.4240277,6.83031124,0.37982997,0.470067,5.17516924,0.02154145,0.02611416,0.50145618,0.19308372,0.00010547,0.57854372,0.66277988,2.11444709,5.55922264,342.1565,3.50603125,32.80527618127
22.3614387,6.67197044,0.41619629,0.47379878,5.26733409,0.01802699,0.03541645,0.54679226,0.20505286,7.68272e-5,0.74405569,0.69711775,2.35368721,5.7251593,331.74075,-0.1328125,32.091609282125
23.8079526,6.56216288,0.46837258,0.36950985,5.34749936,0.01821876,0.0433661,0.61473273,0.22013641,5.46531e-5,1.0702671,0.75873274,2.50619339,5.94990596,323.59975,-0.249875,28.120408454391
22.3036811,6.4608608,0.53778468,0.22738894,5.47011582,0.01986879,0.04339996,0.67693431,0.24094466,3.9466e-5,1.23688103,0.82739216,2.60296801,6.2163019,318.0945,0.2850625,26.265822843486
21.1409816,6.1510546,0.60435356,0.19524279,5.50218748,0.02055268,0.04267164,0.69641133,0.24902162,3.09554e-5,1.09699966,0.83996543,2.7032618,6.42314254,314.022,2.02059375,29.536735203384
21.9529344,5.71923591,0.66742401,0.24914065,5.47660973,0.02228557,0.04409242,0.74074634,0.23852137,2.65946e-5,0.9964498,0.80617275,2.78574029,6.57742036,307.1005,2.620625,42.159064380859
24.1058718,5.45714119,0.72841766,0.25014974,5.51469321,0.03042877,0.05133655,0.85082293,0.24051211,0.00002428,1.39470894,0.82447781,3.21302322,6.83105396,296.37525,0.5136875,45.044743511591
26.2617225,5.38325659,0.79320902,0.17368608,5.56570654,0.03495359,0.05806182,1.02318521,0.26729521,0.00002328,2.55744858,0.8867321,4.49662426,7.18433581,288.24,1.53325,35.729736645108
23.1759225,5.43653904,0.85877212,0.10401254,5.74968772,0.04274923,0.05294738,1.20137125,0.30381524,0.00002185,4.29566695,0.92960751,7.06712912,7.77877121,279.94425,2.23865625,41.6091000842
15.9921062,5.53469559,0.86519694,0.11136219,5.77671208,0.02009189,0.03846671,0.96405075,0.26813628,2.07713e-5,3.01391737,0.92821523,4.07951218,7.38920586,268.867,0.13728125,43.105605860575
15.3912347,5.80012909,0.89097307,0.1595105,5.74852154,0.00368443,0.03337848,0.75476478,0.22894261,1.68682e-5,1.88664442,0.9172399,3.18759942,7.42203015,258.89425,-4.15746875,40.138259852182
20.8488644,6.21999176,0.94507848,0.22257723,5.61001033,0.00020191,0.03873536,0.62876976,0.21295136,1.16233e-5,1.566175,0.89560765,3.08508618,7.70024422,259.70875,-3.2651875,35.879359455338
24.0102718,6.74035242,1.04348346,0.20536035,5.61847356,4.84117e-5,0.04249178,0.60771807,0.223978,7.77748e-6,1.80479086,0.91207356,3.20233618,7.96923877,268.01375,-0.06675,26.739488569726
21.0251991,8.99615225,0.170036,0.90949,5.11026599,0.00411932,0.02397865,0.42210924,0.1510922,0.00045933,0.2058858,0.4753214,1.82946329,4.6886807,324.418,-0.755,22.5090099576
21.3335633,8.5106411,0.19013463,0.8035511,5.16806894,0.00113097,0.02099649,0.41244015,0.14719494,0.00036102,0.23588214,0.50182459,1.75997247,4.71965553,333.35525,1.37175,27.404244762602
21.9112657,8.2643015,0.21826408,0.69655366,5.21235068,0.00032617,0.01894427,0.40537403,0.14183169,0.00026031,0.30289177,0.55567763,1.58897916,4.67785256,341.941,1.379,23.046190574406
22.1657337,8.22210079,0.25257324,0.65709244,5.17761741,0.00344081,0.02731679,0.43130494,0.14512293,0.00021629,0.40889122,0.58621055,1.84032301,4.85808718,348.93375,1.94125,23.227830665138
22.2780865,7.90458681,0.28877707,0.60930801,5.19160897,0.00797871,0.04026,0.44252099,0.15191059,0.00019096,0.48432864,0.6015449,1.9462958,5.0455604,351.38475,-2.13175,22.450834835591
20.6605357,7.62726596,0.3212391,0.60609926,5.19281207,0.01271294,0.03944093,0.4459548,0.14831059,0.00017652,0.43775092,0.60620629,1.94411226,5.2120657,352.00725,1.36875,31.156446322538
17.9235224,7.39292751,0.34595028,0.5986402,5.15136758,0.01654509,0.02754186,0.42586097,0.1455798,0.00016966,0.35605093,0.59980031,1.82962933,5.39516242,352.917,2.39,24.65553859433
17.6358436,7.23415831,0.37647837,0.59034592,5.14122374,0.01743227,0.02628027,0.42211487,0.15314198,0.00014351,0.3675882,0.60808039,1.8394941,5.57994381,346.6455,0.5035,29.724996460592
19.930105,7.16490354,0.41830588,0.56319367,5.22255722,0.01492728,0.03804319,0.47581872,0.17270062,0.00010351,0.52126268,0.64674198,2.10799975,5.77730193,337.71525,0.34975,21.586483087244
21.465686,7.06963166,0.47179367,0.43580426,5.30563382,0.01388879,0.04799577,0.55194706,0.20046297,0.00007483,0.72827403,0.71479686,2.27698903,5.97711634,330.2615,2.0575,25.594295855033
21.0906184,6.92509754,0.53798111,0.29100967,5.42037707,0.0137887,0.04681256,0.63390832,0.22130901,5.55738e-5,0.81588413,0.78990949,2.34246472,6.18339501,326.51225,-0.51425,23.488826720824
20.0600593,6.54097818,0.59891569,0.26391878,5.45139682,0.01351912,0.0427573,0.6535636,0.23126455,4.42035e-5,0.71415574,0.80533056,2.39430522,6.35947866,324.98075,0.26125,30.645633854739
19.3281685,6.02796556,0.6554782,0.32159407,5.43435328,0.01339609,0.0426411,0.67630324,0.22543745,0.00003779,0.63268682,0.7684364,2.42909925,6.49935967,318.97975,1.7022500000001,31.239660993183
20.1860636,5.74172038,0.71478177,0.31639616,5.46233138,0.01449795,0.0441841,0.75761875,0.22999174,3.37584e-5,0.88104576,0.78140167,2.75299331,6.71855736,308.86625,-0.97725,36.351997915536
22.3866366,5.67697676,0.77587703,0.22910698,5.52129673,0.01521856,0.04713166,0.88785957,0.24852248,3.11566e-5,1.61376801,0.84722838,3.55335135,7.00947556,300.0585,0.8005,30.078970924336
20.0487986,5.70041051,0.82744876,0.15640613,5.60535642,0.01588308,0.04357139,0.9842555,0.25808202,2.90773e-5,2.31889484,0.89301257,4.11446633,7.27911847,291.20175,-1.13275,37.14149240878
15.0644066,5.79044446,0.85246947,0.13411627,5.74571043,0.01380272,0.03562079,0.8994033,0.23828982,2.74663e-5,2.20484348,0.90711948,3.45777791,7.29812808,282.098,-0.597,32.216352803769
14.9415612,6.01490991,0.88448162,0.14360183,5.7497756,0.00525296,0.0375349,0.75574172,0.21777822,2.26769e-5,1.68157237,0.91068257,3.00863413,7.43351248,271.976,8.755,43.107028124655
20.4390967,6.37998096,0.93919697,0.166924,5.63246216,0.00110882,0.04762403,0.66773553,0.21633289,1.60336e-5,1.59299237,0.91855357,2.9987558,7.77698252,269.76675,-3.38875,36.11671143745
23.4298412,6.88951707,1.03996546,0.14746887,5.64837505,0.00035187,0.05201808,0.66218199,0.23127963,1.12261e-5,2.00049539,0.93740572,3.1810107,8.06113051,277.444,0.399,30.628614641259
